NodeId,Title,Authors,Date
9712219,"Comment on ""Duality of x and psi in quantum mechanics"" by Faraggi and","D. Bellisai (Rome U. Tor Vergata), G. Travaglini (INFN Tor Vergata)",1997-12-01
9712220,"The perturbations $\phi_{2,1}$ and $\phi_{1,5}$ of the minimal models","A. Berkovich, B.M. McCoy and P.A. Pearce",1997-12-01
9712221,The entropy of near-extreme N=2 black holes,"Klaus Behrndt, Mirjam Cvetic and Wafic A. Sabra",1997-12-01
9712222,Non-Linear Integral Equations for complex Affine Toda associated to,P. Zinn-Justin,1997-12-01
9712223,On the Matrix Description of Calabi-Yau Compactifications,"S. Kachru, A. Lawrence, and E. Silverstein",1997-12-01
9712224,Black hole entropy as T-duality invariant,"Kenji Suzuki (Department of physics, Tokyo Institute of Technology)",1997-12-01
9712225,From ALE-instanton Moduli to Super Yang-Mills Theories via Branes,Kei Ito,1997-12-01
9712226,Consistent Interactions Between Gauge Fields: The Cohomological Approach,Kei Ito,1997-12-02
9712227,Quantum Integrability of Coupled N=1 Super Sine/Sinh-Gordon Theories and,"Jonathan M. Evans (DAMTP, Cambridge) and Jens Ole Madsen (Universidade",1997-12-02
9712228,The Boltzmann Equation in Scalar Field Theory,"F. T. Brandt, J. Frenkel, A. Guerra",1997-12-02
9712229,Conservation Laws in Poincar\'e Gauge Theory,M. Blagojevi\'c,1997-12-02
9712230,Fractional Branes and Wrapped Branes,"Duiliu-Emanuel Diaconescu, Michael R. Douglas and Jaume Gomis",1997-12-02
9712231,Covariant actions for chiral supersymmetric bosons,"Duiliu-Emanuel Diaconescu, Michael R. Douglas and Jaume Gomis",1997-12-02
9712232,Bihamiltonian Hierarchies in 2D Topological Field Theory At One-Loop,"Boris Dubrovin, Youjin Zhang",1997-12-02
9712233,NS Branes in Type I Theory,Julie D. Blum,1997-12-02
9712234,$(p+2)$-form gauge fields for $p$-brane through an action-at-a-distance,"T. Miyazaki, C. Ohzeki and M. Yamanobe",1997-12-02
9712235,8D oscillator as a hidden SU(2) - monopole,"L.G. Mardoyan, A.N. Sissakian, V.M. Ter-Antonyan",1997-12-02
9712236,Evaporation of Schwarzschild Black Holes in Matrix Theory,"T. Banks, W. Fischler, I.R. Klebanov",1997-12-02
9712237,Back Reaction to Rotating Detector,"Takayuki Suga, Riuji Mochizuki and Kenji Ikegami",1997-12-02
9712238,On Graviton Scattering Amplitudes in M-Theory,Katrin Becker and Melanie Becker,1997-12-02
9712239,"Conformal Maxwell theory as a singleton field theory on AdS_5, IIB",S. Ferrara and C. Fronsdal,1997-12-03
9712240,Diffeomorphism algebra of two dimensional free massless scalar field,"F. Darabi, M. A. Jafarizadeh and A. Rezaei-Aghdam",1997-12-02
9712241,Integrating Over Higgs Branches,"G.Moore, N.Nekrasov, and S.Shatashvili",1997-12-03
9712242,Duality and cosmological compactification of superstrings with unbroken,"H. K. Jassal, A. Mukherjee and R. P. Saxena",1997-12-03
9712243,$g/u(1)^d$ parafermions from constrained WZNW theories,"H. K. Jassal, A. Mukherjee and R. P. Saxena",1997-12-03
9712244,Is there a Landau Pole Problem in QED?,"M. G\""ockeler, R. Horsley, V. Linke, P. Rakow, G. Schierholz and H.",1997-12-03
9712245,"Reply to Comment on ""Duality of x and psi in Quantum Mechanics""",A.E. Faraggi and M. Matone,1997-12-03
9712246,Deformed Oscillator Algebras and Higher-Spin Gauge Interactions of,A.E. Faraggi and M. Matone,1997-12-03
9712247,On the complex structure in the Gupta-Bleuler quantization method,S. Bellucci and A. Galajinsky,1997-12-03
9712248,Center vortices and confinement vs. screening,John M. Cornwall,1997-12-03
9712249,Vertex Operator Representation of the Soliton Tau Functions in the,"H. Belich, G. Cuba and R. Paunov",1997-12-03
9712250,The spacetime attribute of matter,Borge Nodland,1997-12-03
9712251,Black Hole Entropy from Near-Horizon Microstates,Borge Nodland,1997-12-03
9712252,Entropy of near-extremal dyonic black holes,P. Mitra,1997-12-03
9712253,The Bekenstein Formula and String Theory (N-brane Theory),Amanda W. Peet (ITP Santa Barbara),1997-12-03
9712254,Twisted Self-Duality of Dimensionally Reduced Gravity and Vertex,D. Bernard and B. Julia,1997-12-03
9712255,Chiral solitons from dimensional reduction of Chern-Simons gauged,D. Bernard and B. Julia,1997-12-03
9712256,"On structure constants and fusion rules in the $SL(2,\BC)/SU(2)$ WZNW",J. Teschner,1997-12-03
9712257,Branes: from free fields to general backgrounds,"J. Fuchs, C. Schweigert",1997-12-04
9712258,"The Mini-Superspace Limit of the SL(2,C)/SU(2)-WZNW Model",J. Teschner,1997-12-04
9801201,The superspace geometry of gravitational Chern-Simons forms and their,Georges Girardi and Richard Grimm,1998-01-01
9801202,Strings and D-Branes with Boundaries,"C.S. Chu, P.S. Howe and E. Sezgin",1998-01-01
9801203,Super Black Hole from Cosmological Supergravity with a Massive,M. E. Knutt-Wehlau and R.B. Mann,1998-01-01
9801204,New Consistent Limits to M-theory,Michael Faux,1998-01-01
9801205,Open string - string junction transitions,"Matthias R. Gaberdiel, Tamas Hauer and Barton Zwiebach",1998-01-01
9801206,"Conformal Theory of M2, D3, M5 and `D1+D5' Branes","P. Claus, R. Kallosh, J. Kumar, P.K. Townsend and A. Van Proeyen",1998-01-02
9801207,Gauge Theories with Tensors from Branes and Orientifolds,"Csaba Csaki (UC Berkeley), Martin Schmaltz (Boston Univ.), Witold",1998-01-02
9802201,On the Classification of Real Forms of Non-Abelian Toda Theories and,"J.M. Evans (DAMTP, University of Cambridge) and J.O. Madsen",1998-02-02
9802202,On Vector Bundles and Chiral Matter in N=1 Heterotic Compactifications,"J.M. Evans (DAMTP, University of Cambridge) and J.O. Madsen",1998-01-31
9802203,On N=8 Supergravity on $AdS_5$ and N=4 Superconformal Yang-Mills theory,"Sergio Ferrara, Christian Fronsdal and Alberto Zaffaroni",1998-01-31
9802204,Construction Formulae for Singular Vectors of the Topological N=2,Beatriz Gato-Rivera,1998-01-31
9803201,Quantum Kramers-Wannier Duality And Its Topology,Pavol Severa,1998-02-28
9803202,Background Harmonic Superfields in N=2 Supergravity,Pavol Severa,1998-02-28
9803203,Branes as BIons,G W Gibbons,1998-02-28
9803204,Effect of Zero Modes on the Bound-State Spectrum in Light-Cone,"A.S. Mueller, A.C. Kalloniatis, H.-C. Pauli",1998-02-28
9803205,Gravitational Anomaly Cancellation for M-Theory Fivebranes,"A.S. Mueller, A.C. Kalloniatis, H.-C. Pauli",1998-02-28
9803206,Wrapping Branes in Space and Time,G W Gibbons,1998-02-28
9803207,Description of the higher massless irreducible integer spins in the BRST,A. Pashnev and M. Tsulaia,1998-02-28
9803208,New Gauge Invariant Formulation of the Chern-Simons Gauge Theory,A. Pashnev and M. Tsulaia,1998-02-28
9803209,Superspace Geometry for Supermembrane Backgrounds,"Bernard de Wit, Kasper Peeters, Jan Plefka",1998-02-28
9803210,Open inflation and the singular boundary,"Bernard de Wit, Kasper Peeters, Jan Plefka",1998-03-02
9803211,Infrared divergence in QED$_3$ at finite temperature,"Dominic Lee, Georgios Metikas",1998-03-02
9803212,Wilsonian Flow and Mass-Independent Renormalization,M.Pernici and M. Raciti,1998-03-02
9803213,3-particle Calogero Model: Supertraces and Ideals on the Algebra of,M.Pernici and M. Raciti,1998-03-02
9803214,Gauge Theories from Orientifolds and Large N Limit,M.Pernici and M. Raciti,1998-03-02
9803215,Quantum Probes of Repulsive Singularities in N = 2 Supergravity,M.Pernici and M. Raciti,1998-03-02
9803216,Branes and Calibrated Geometries,"Jerome P. Gauntlett, Neil D. Lambert and Peter C. West",1998-03-02
9803217,Integrable Hierarchies and Contact Terms in u-plane Integrals of,Kanehisa Takasaki (Kyoto University),1998-03-02
9803218,Field-antifield formalism in a non-Abelian theory with one and two form,Kanehisa Takasaki (Kyoto University),1998-03-02
9803219,Note on the point-splitting procedure to evaluate vacuum fluctuation in,"I. Brevik, G.E.A. Matsas and E.S. Moreira Jr",1998-03-02
9803220,Near Anti-de Sitter Geometry and Corrections to the Large N Wilson Loop,"I. Brevik, G.E.A. Matsas and E.S. Moreira Jr",1998-03-02
9803221,"P,T-invariant system of Chern-Simons fields: Pseudoclassical model and",Khazret Nirov and Mikhail Plyushchay,1998-03-02
9803222,Faddeev-Jackiw approach to gauge theories and ineffective constraints,J. Antonio Garc\'ia and Josep M. Pons,1998-03-02
9803223,Renormalization Ambiguities in Casimir Energy,J. Antonio Garc\'ia and Josep M. Pons,1998-03-03
9803224,Chiral matter and transitions in heterotic string models,G. Curio,1998-03-03
9803225,Towards Deriving Higgs Lagrangian from Gauge Theories,Noriaki Kitazawa and Francesco Sannino (Yale Univ.),1998-03-03
9803226,Ward-Takahashi Identity with External Field in Ladder QED,Efrain J. Ferrer and Vivian de la Incera,1998-03-03
9803227,Probing the BTZ black hole with test fields,"H.W. Lee, N.J. Kim, and Y.S. Myung (Inje University)",1998-03-03
9803228,The rigid limit in Special Kahler geometry; From K3-fibrations to,"Marco Billo, Frederik Denef, Pietro Fre, Igor Pesando, Walter Troost,",1998-03-03
9803229,Loop Quantum Mechanics and the Fractal Structure of Quantum Spacetime,"S.Ansoldi, A.Aurilia, E.Spallucci",1998-03-03
9803230,Geometry and beta-functions for N=2 matter models in two dimensions,"Silvia Penati, Andrea Refolli, Alexander Sevrin and Daniela Zanon",1998-03-03
9803231,"Brane intersections, anti-de Sitter spacetimes and dual superconformal","Harm Jan Boonstra, Bas Peeters and Kostas Skenderis",1998-03-03
9803232,Equivalence of Geometric Engineering and Hanany-Witten via Fractional,"Andreas Karch, Dieter Lust, Douglas J. Smith",1998-03-03
9803233,Decay of Spatial Correlations in Thermal States,Christian Jaekel,1998-03-03
9803234,Parafermionic Reductions of WZW Model,"J.F. Gomes, G.M. Sotkov and A. H. Zimerman",1998-03-04
9803235,The Universe as a Domain Wall,"Andre Lukas, Burt A. Ovrut, K.S. Stelle and Daniel Waldram",1998-03-04
9803236,Vortex Solutions of a Fermion Maxwell-Chern-Simons Theory,Jae Hyung Yee (Yonsei univ.),1998-03-04
9803237,Renormalization of Functional Schroedinger Equation by Background Field,Jae Hyung Yee (Yonsei univ.),1998-03-04
9803238,"Weak Field Expansion of Gravity: Graphs, Matrices and Topology",Shoichi Ichinose and Noriaki Ikeda,1998-03-04
9803239,Duality and Moduli Spaces for Time-Like Reductions,C.M. Hull (Queen Mary College London) and B. Julia (ENS Paris),1998-03-04
9803240,Gauge Theories Coupled to Fermions in Generation,C.M. Hull (Queen Mary College London) and B. Julia (ENS Paris),1998-03-04
9803241,Compactifications of F-Theory on Calabi-Yau Fourfolds,Yu. Malyuta and T. Obikhod,1998-03-04
9803242,A remarkable connection between Yangians and finite W-algebras,E. Ragoucy and P. Sorba,1998-03-04
9803243,Yangian realisations from finite W algebras,E. Ragoucy and P. Sorba,1998-03-04
9803244,Point-splitting regularization of composite operators and anomalies,"J. Novotny, M. Schnabl",1998-03-04
9803245,The Relation Between KMS-states for Different Temperatures,Christian Jaekel,1998-03-04
9803246,Vanishing of Gravitational Particle Production in the Formation of,I. Brevik and B. Jensen,1998-03-04
9803247,Exact Scale Invariance of the BF-Yang-Mills Theory in Three Dimensions,"Oswaldo M. Del Cima, Daniel H. T. Franco, Jose A. Helayel-Neto and",1998-03-05
9803248,Inverse scattering and solitons in $A_{n-1}$ affine Toda field theories,"E.J.Beggs, P.R.Johnson",1998-03-05
9803249,Large N limit of orbifold field theories,Michael Bershadsky and Andrei Johansen,1998-03-05
9803250,Quark confinement and color transparency in a gauge-invariant,Lusheng Chen and Kurt Haller (University of Connecticut),1998-03-05
9803251,Spinors and the AdS/CFT correspondence,Mans Henningson and Konstadinos Sfetsos,1998-03-05
9803252,'t Hooft Vortices on D-branes,Mans Henningson and Konstadinos Sfetsos,1998-03-05
9803253,On realizations of nonlinear Lie algebras by differential operators,"J.Beckers, Y. Brihaye, N. Debergh",1998-03-05
9803254,Confluences of Anomaly Freedom Requirements in M-theory,Michael Faux,1998-03-05
9803255,Hypothetic time -- temperature duality as a hint for modifications in,"W. Krolikowski (IFT, Warsaw University)",1998-03-05
9803256,On the value of coupling constant,P.Pronin and K.Stepanyantz,1998-03-05
9803257,2D Extremal Black Holes as Solitons,M. Cadoni,1998-03-05
9803258,The non-abelian BFFT formalism for the collective coordinates,Wilson Oliveira and Jorge Ananias Neto,1998-03-05
9803259,"Euclidean-signature Supergravities, Dualities and Instantons","E. Cremmer, I.V. Lavrinenko, H. Lu, C.N. Pope, K.S. Stelle and T.A.",1998-03-06
9803260,Branes at angles and calibrated geometry,"BS Acharya, JM Figueroa-O'Farrill and B Spence",1998-03-06
9803261,Thermodynamic Curvature of the BTZ Black Hole,"Rong-Gen Cai, Jin-Ho Cho",1998-03-06
9803262,Toward the M(F)--Theory Embedding of Realistic Free-Fermion Models,"Per Berglund, John Ellis, Alon E. Faraggi, D.V. Nanopoulos and Zongan",1998-03-06
9803263,"Wilson Loops, Confinement, and Phase Transitions in Large N Gauge","Andreas Brandhuber, Nissan Itzhaki, Jacob Sonnenschein, Shimon",1998-03-06
9803264,Critical exponents for 3D O(n)-symmetric model with n > 3,S. A. Antonenko and A. I. Sokolov (Saint Petersburg Electrotechnical,1998-03-06
9803265,D-particle bound states and generalized instantons,"G. Moore, N. Nekrasov and S. Shatashvili",1998-03-06
9804201,"On the (0,4) Conformal Field Theory of the Throat",Clifford V. Johnson,1998-04-01
9804202,The Spacetime Superalgebras from M-branes in M-brane Backgrounds,Takeshi Sato,1998-04-01
9804203,Linear Stability of Dilatonic Black Holes,Takeshi Sato,1998-04-01
9804204,The Bogomolny Equations and Solutions for Einstein-Yang-Mills-Dilaton-,"H. W. Braden, V. Varela",1998-04-01
9804205,Bosonized Massive N-flavor Schwinger Model,Yutaka Hosotani and Ramon Rodriguez,1998-04-01
9804206,Large N Field Theory of N=2 Strings and Self-Dual Gravity,"A. Jevicki, M. Mihailescu and J. P. Nunes",1998-04-01
9804207,An Improved Gaussian Approximation for Quantum Field Theory,"Antun Balaz, Aleksandar Belic and Aleksandar Bogojevic (Institute of",1998-04-01
9804208,Lectures on Orientifolds and Duality,"Antun Balaz, Aleksandar Belic and Aleksandar Bogojevic (Institute of",1998-04-02
9804209,Einstein spaces in five and seven dimensions and non-supersymmetric,J.G. Russo,1998-04-02
9804210,String Junctions for Arbitrary Lie Algebra Representations,Oliver DeWolfe and Barton Zwiebach,1998-04-02
9805201,New Instanton Solutions at Finite Temperature,Thomas C. Kraan and Pierre van Baal,1998-05-01
9805202,Bound states and brane annihilation in 11 $D$ SUGRA,Aleksey Nudelman,1998-05-01
9805203,(Supersymmetric) Kac-Moody Gauge Fields in 3+1 Dimensions,Belal E. Baaquie,1998-05-01
9805204,Derivative expansion and large gauge invariance at finite temperature,Belal E. Baaquie,1998-05-01
9805205,D=11 Supergravity Revisited,Belal E. Baaquie,1998-05-01
9805206,Non-Simply-Connected Gauge Groups and Rational Points on Elliptic Curves,Paul S. Aspinwall and David R. Morrison,1998-05-01
9805207,A New Approach to String Cosmology,Gary T. Horowitz and Donald Marolf,1998-05-01
9805208,The Perturbation Spectrum of Black Holes in N=8 Supergravity,Finn Larsen,1998-05-01
9805209,The Spacetime Superalgebras in a Massive IIA Background via Brane Probes,Takeshi Sato,1998-05-04
9805210,The Wilson Renormalization Group Approach of the Principal Chiral Model,"B. Delamotte, D. Mouhanna, P. Lecheminant",1998-05-03
9805211,T-Duality in Lattice Regularized Sigma Models,Sebastian Jaimungal (N. B. I. and British Columbia U.),1998-05-03
9805212,The NBI matrix model of IIB Superstrings,J. Ambj{\o}rn and L. Chekhov,1998-05-03
9805213,"Minimal Cycles, Black Holes and QFT's",Cumrun Vafa,1998-05-04
9805214,The State-Vector Space for Two-Mode Parabosons and Charged Parabose,Sicong Jing and Charles A. Nelson,1998-05-04
9805215,"The Complete Solution of the Classical SL(2,R)/U(1) Gauged WZNW Field","Uwe Mueller, Gerhard Weigt",1998-05-04
9805216,Nearest neighbor two-point correlation function of the $Z$-invariant,Michael Lashkevich and Yaroslav Pugai (Landau Institute for,1998-05-04
9805217,Near Horizon Superspace,"R. Kallosh, J. Rahmfeld, and A. Rajaraman",1998-05-04
9805218,Duality of Non-Supersymmetric Large N Gauge Theories,Martin Schmaltz (Boston University),1998-05-04
9805219,The Mass Operator in the Light-Cone Representation,Martin Schmaltz (Boston University),1998-05-04
9805220,"Constraints on the BPS Spectrum of N = 2, D = 4 Theories with A-D-E","Oliver DeWolfe, Tamas Hauer, Amer Iqbal and Barton Zwiebach",1998-05-04
9806201,Feynman Graphs from D-Particle Dynamics,Amir H. Fatollahi,1998-05-30
9806202,Comment about UV regularization of basic commutators in string theories,"A.Yu. Kamenshchik, I.M. Khalatnikov (Landau Institute for Theoretical",1998-05-30
9806203,Black hole lasers,S. Corley and T. Jacobson,1998-05-30
9806204,The Spectrum of Softly Broken N=1 Supersymmetric Yang-Mills Theory,"G.R. Farrar, G. Gabadadze and M. Schwetz (Rutgers Univ.)",1998-05-30
9806205,Nonlinear vector susy for the three-dimensional topological massive,"C.A.G. Sasaki, D.G.G. Sasaki, S.P. Sorella",1998-05-30
9806206,Renormalisation of gravitational self interaction for wiggly strings,Brandon Carter,1998-05-31
9806207,Existence Theorem for Split Involution Constraint Algebra,"I.A.Batalin (Lebedev Phys. Inst.), S.L.Lyakhovich (Tomsk U.),",1998-05-31
9806208,Chiral Symmetry Breaking in an External Field,"I.A.Batalin (Lebedev Phys. Inst.), S.L.Lyakhovich (Tomsk U.),",1998-05-31
9806209,Open rigid string with the Gauss-Bonnet term in action,V. V. Nesterenko and I. G. Pirozhenko,1998-06-01
9806210,Theta vacuum in different gauges,V. V. Nesterenko and I. G. Pirozhenko,1998-06-01
9806211,Normalization of the chiral condensate in the massive Schwinger model,V. V. Nesterenko and I. G. Pirozhenko,1998-06-01
9806212,Renormal-order improvement of the Schwinger mass,V. V. Nesterenko and I. G. Pirozhenko,1998-06-01
9806213,Potential analysis and absorption cross section in the D1-D5 brane,H.W. Lee and Y.S. Myung (Inje University),1998-06-01
9806214,Tachyons and Black Hole Horizons in Gauge Theory,Daniel Kabat (Institute for Advanced Study) and Gilad Lifschytz,1998-06-01
9806215,Brans-Dicke theory with the cosmological constant from M_4 x Z_2,Kunihiko Uehara,1998-06-01
9806216,On the origin of supergravity boundary terms in the AdS/CFT,G.E.Arutyunov and S.A.Frolov,1998-06-01
9806217,A remark on the AdS/CFT correspondence and the renormalization group,G.E.Arutyunov and S.A.Frolov,1998-06-01
9806218,Multicritical Matrix Models and the Chiral Phase Transition,G. Akemann,1998-06-01
9806219,Topological contributions to fermionic correlators and nonperturbative,Hugo Christiansen (CBPF - Rio de Janeiro),1998-06-01
9806220,Dynamical Lorentz simmetry breaking from 3+1 Axion-Wess-Zumino model,"A. A. Andrianov, R. Soldati, L. Sorbo",1998-06-02
9806221,Classical Aspects of the Abelian Higgs Model on the Light Front,"K. Itakura (YITP, Kyoto), S. Maedan (Tokyo Nat. Coll.) and M.",1998-06-02
9806222,Reflection Factors for the Principal Chiral Model,J.N. Prata,1998-06-02
9806223,Equivalence of Hawking and Unruh Temperatures and Entropies Through Flat,S. Deser and Orit Levin,1998-06-02
9806224,M-Theory Five-brane Wrapped on Curves for Exceptional Groups,Elena Caceres and Pirjo Pasanen,1998-06-02
9806225,Matrix Theory Description of Schwarzschild Black Holes in the Regime N,Elena Caceres and Pirjo Pasanen,1998-06-02
9806226,On the M-theory Interpretation of Orientifold Planes,Eric G. Gimon,1998-06-02
9806227,One-Loop Pauli-Villars Regularization of Supergravity I: Canonical Gauge,Mary K. Gaillard,1998-06-02
9806228,Projective Statistics and Spinors in Hilbert Space,Mary K. Gaillard,1998-06-02
9806229,From Super QCD to QCD,Francesco Sannino (Yale University),1998-06-02
9806230,Pre-big bang bubbles from the gravitational instability of generic,"A. Buonanno, T. Damour and G. Veneziano",1998-06-02
9806231,Transverse Lattice Approach to Light-Front Hamiltonian QCD,"S. Dalley (CERN), B. van de Sande (University of Erlangen)",1998-06-02
9806232,A relativistically covariant stochastic model for systems with a,L. M. Morato and L. Viola,1998-06-02
9806233,Quantum Fluctuations in Open Pre-Big Bang Cosmology,"A. Ghosh, G. Pollifrone and G. Veneziano (CERN)",1998-06-02
9806234,The Nonperturbative Gauge Coupling of N=2 Supersymmetric Theories,Philip C. Argyres and Alex Buchel,1998-06-02
9806235,Remarks on the Heavy Quark Potential in the Supergravity Approach,J. Greensite and P. Olesen,1998-06-02
9806236,Higher-Spin Gauge Interactions for Massive Matter Fields in 3D AdS,Sergey Prokushkin and Mikhail Vasiliev (Lebedev Physics Institute),1998-06-02
9806237,Two-Monopole Systems and the Formation of Non-Abelian Clouds,Changhai Lu,1998-06-02
9806238,D_n Quivers From Branes,Anton Kapustin,1998-06-03
9806239,Holomorphic Chern-Simons-Witten Theory: from 2D to 4D Conformal Field,Anton Kapustin,1998-06-03
9806240,Short-Distance Space-Time Structure and Black Holes in String Theory : A,Miao Li and Tamiaki Yoneya,1998-06-03
9806241,Euclidean and Lorentzian Quantum Gravity - Lessons from Two Dimensions,"J. Ambjorn, J.L. Nielsen, J. Rolf (Niels-Bohr-Institute), R. Loll",1998-06-03
9806242,On Schwarzschild Black Hole in Large N Matrix theory,Yi-hong Gao and Wei Zhang,1998-06-03
9806243,"Lorentz covariance, higher-spin superspaces and self-duality",Chandrashekar Devchand and Jean Nuyts,1998-06-03
9806244,On the Uniqueness of the Non-Abelian Gauge Theories in Epstein-Glaser,Chandrashekar Devchand and Jean Nuyts,1998-06-03
9806245,Evaporation of Schwarzschild Black Hole in the Large N Matrix Theory,Yi-hong Gao and Wei Zhang,1998-06-03
9806246,Duality Symmetries for N=2 Supersymmetric QCD with Vanishing,Joseph A. Minahan (USC),1998-06-03
9806247,Charging Symmetries and Linearizing Potentials for Einstein-Maxwell,Alfredo Herrera-Aguilar and Oleg Kechkin,1998-06-03
9806248,Geometrical approach to the evaluation of multileg Feynman diagrams,A. I. Davydychev and R. Delbourgo,1998-06-03
9806249,Putting an Edge to the Poisson Bracket,K. Bering (MIT),1998-06-03
9807201,Spontaneous Magnetization in the Finite XXZ Spin Chain with Boundaries,Yasuhiro Fujii and Miki Wadati,1998-07-01
9807202,Superembedding approach and generalized action in String/M-theory,Igor Bandos,1998-07-01
9807203,BPS and non-BPS domain walls in supersymmetric QCD,A.V. Smilga,1998-07-01
9807204,On the Natural Gauge Fields of Manifolds,"A. B. Pestov (BLTP, Jinr), Bijan Saha (LIT, Jinr, Dubna, Russia)",1998-07-01
9807205,Anti-de Sitter Space and the Center of the Gauge Group,Ofer Aharony and Edward Witten,1998-07-01
9807206,Superconformal Actions in Killing Gauge,Renata Kallosh,1998-07-01
9807207,Complete Wetting of Gluons and Gluinos,"A. Campos, K. Holland and U.-J. Wiese",1998-07-01
9807208,"AdS(3) x R as a target space for the (2,1) string theory","M.J. O'Loughlin, S. Randjbar-Daemi",1998-07-01
9807209,Black hole - D-brane correspondence: An example,"M. Bertolini, P. Fre, F. Hussain, R. Iengo, C. Nunez and C. Scrucca",1998-07-01
9807210,On the quantum Batalin-Vilkovisky formalism and the renormalization of,Glenn Barnich,1998-07-01
9807211,Some remarks about intrinsic parity in Ryder's derivation of the Dirac,Fabian H. Gaioli and Edgardo T. Garcia Alvarez,1998-07-01
9807212,Proper time derivatives in quantum mechanics,"Juan P. Aparicio, Fabian H. Gaioli, and Edgardo T. Garcia Alvarez",1998-07-01
9807213,String Duality and Non-supersymmetric Strings,"Juan P. Aparicio, Fabian H. Gaioli, and Edgardo T. Garcia Alvarez",1998-07-01
9807214,Spinors and Field Interactions in Higher Order Anisotropic Spaces,"Juan P. Aparicio, Fabian H. Gaioli, and Edgardo T. Garcia Alvarez",1998-07-01
9807215,Deformation stability of BRST-quantization,"M. Duetsch, K. Fredenhagen",1998-07-01
9807216,Quantum three-dimensional de Sitter space,"Maximo Banados, Thorsten Brotz, Miguel Ortiz",1998-07-02
9807217,Dirac Fermions and Domain Wall Defects in 2+1 Dimensions,C.D. Fosco and A. Lopez,1998-07-02
9807218,A Note on Dual Superconductivity and Confinement,W. Garcia Fuertes (Universidad de Oviedo) and J. Mateos Guilarte,1998-07-02
9807219,Bethe Ansatze for 19-vertex Models,A. Lima-Santos,1998-07-02
9807220,Exact solutions of graded Temperley-Lieb Hamiltonians,A. Lima-Santos,1998-07-02
9807221,Temperature dependence of the anomalous effective action of fermions in,L.L. Salcedo,1998-07-02
9807222,The Confining N=1 Supersymmetric Gauge Theories: a Review,L.L. Salcedo,1998-07-02
9807223,Gravitationally dresed RG flows and zig-zag invariant strings,"Ian. I. Kogan, O. A. Soloviev",1998-07-02
9807224,Positivity Constraints on Anomalies and Supersymmetry,A. Johansen,1998-07-02
9807225,Branes in the bulk of Anti-de Sitter space,Michael R. Douglas and Washington Taylor IV,1998-07-02
9807226,"Geometric Holography, the Renormalization Group and the c-Theorem",Enrique Alvarez and Cesar Gomez,1998-07-02
9807227,Supersymmetric extensions of affine Toda theories,A. Opfermann,1998-07-02
9807228,(Meta)stable closed vortices in 3+1 dimensional gauge theories with an,"Antti J. Niemi, Kaupo Palo and Sami Virtanen",1998-07-02
9807229,Eleven-Dimensional Lorentz Symmetry from SUSY Quantum Mechanics,David A. Lowe,1998-07-02
9807230,A Proposal on Some Microscopic Aspects of the AdS/CFT Duality,"Micha Berkooz (Institute for Advanced Study, Princeton)",1998-07-02
9807231,The Nambu-Goto Theory of Closed Bosonic Strings Moving in,G. Handrich and C. Nowak,1998-07-03
9807232,String Interactions from Matrix String Theory,"G. Bonelli, L. Bonora, F. Nesti",1998-07-03
9807233,Fast Lane for Confinement,Jiannis Pachos (MIT),1998-07-03
9807234,Singular dimensions of the N=2 superconformal algebras. I,Matthias Doerrzapf (Harvard) and Beatriz Gato-Rivera (IMAFF-CSIC),1998-07-03
9807235,D-branes and Discrete Torsion,Michael R. Douglas,1998-07-03
9807236,Expectation values of descendent fields in the sine-Gordon model,"V.Fateev, D.Fradkin, S.Lukyanov, A.Zamolodchikov, Al.Zamolodchikov",1998-07-03
9807237,Supersymmetric Gauge Theories and Gravitational Instantons,Sergey A. Cherkis (Cal Tech),1998-07-03
9807238,Inhomogeneous Magnetic Response in Anyon Fluid at High Temperature,Efrain J. Ferrer and Vivian de la Incera,1998-07-03
9807239,Interaction of D-string with F-string: A Path-Integral Formalism,Supriya Kar and Yoichi Kazama,1998-07-03
9807240,A Brief Review of Three-Family Grand Unification in String Theory,Supriya Kar and Yoichi Kazama,1998-07-03
9807241,Holography Principle and Topology Change in String Theory,Soo-Jong Rey,1998-07-03
9809201,A q-analogue of Nahm's formalism for self-dual gauge fields,Masaru Kamata and Atsushi Nakamula,1998-09-01
9809202,Gravitational corrections to N=2 supersymmetric lagrangians,Sergio Cacciatori and Daniela Zanon,1998-09-01
9809203,Dynamical symmetry breaking in Nambu-Jona-Lasinio model under the,"E. Elizalde, Yu. I. Shil'nov",1998-09-01
9809204,Topics in M-Theory,"E. Elizalde, Yu. I. Shil'nov",1998-09-01
9809205,On the $\Theta$-term in electrodynamics,Pawel O. Mazur and Andrzej Staruszkiewicz,1998-09-01
9809206,"Zeta functions, renormalization group equations, and the effective","David Hochberg (LAEFF, Madrid), Carmen Molina-Paris (Los Alamos), Juan",1998-09-01
9809207,Probing Vacuum with Variational Methods in Quantum Gravity,"David Hochberg (LAEFF, Madrid), Carmen Molina-Paris (Los Alamos), Juan",1998-09-01
9809208,Quantum Sp(2)-antibrackets and open groups,"Igor Batalin,Robert Marnelius",1998-09-01
9809209,Abelian Projection on the Torus for general Gauge Groups,"C.Ford, T.Tok and A.Wipf",1998-09-01
9809210,Dualities between Poisson brackets and antibrackets,"Igor Batalin,Robert Marnelius",1998-09-01
